Current Time,Relative Time,Button Pushed,Zig ID,Zig X,Zig Y,Zig Z,Zig Qw,Zig Qx,Zig Qy,Zig Qz,P1 ID,P1 X,P1 Y,P1 Z,P1 Qw,P1 Qx,P1 Qy,P1 Qz,P2 ID,P2 X,P2 Y,P2 Z,P2 Qw,P2 Qx,P2 Qy,P2 Qz,Zig 1 ID,Zig 1 X,Zig 1 Y,Zig 1 Z,Zig 1 Yaw,Zig 1 Pitch,Zig 1 Distance,Zig 2 ID,Zig 2 X,Zig 2 Y,Zig 2 Z,Zig 2 Yaw,Zig 2 Pitch,Zig 2 Distance
3945.913811999,0.0,False,0,0.999814,0.001686,0.005359,0.018439,-0.098274,-0.073851,0.104812,1,-0.072718,-0.010503,-0.158283,-0.984657,-0.613821,1.820333,0.052030,2,0.210584,0.110634,-0.124600,-0.963270,0.339239,1.652000,0.108475,1,0.490791916847229,2.068129777908325,-0.24492314457893372,13.350019007312703,-6.5730423061145045,2.1396319381295816,3,-0.5489943623542786,2.2280502319335938,-0.3081763684749603,-13.842015573880781,-7.649042392316439,2.315291627420299
3945.994121,0.08030900100038707,False,0,0.999814,0.001720,0.005331,0.018435,-0.098275,-0.073855,0.104818,1,-0.073627,-0.010387,-0.157794,-0.984669,-0.614020,1.820313,0.052068,2,0.210724,0.110180,-0.125969,-0.963114,0.339072,1.652600,0.108523,1,0.48574963212013245,2.056771755218506,-0.24435876309871674,13.2881110858993,-6.595597123956481,2.127433656608965,3,-0.5441397428512573,2.234891891479492,-0.3100627362728119,-13.683829810462905,-7.677154759370548,2.3209844305328717
3946.0907,0.1768880010004068,False,0,0.999815,0.001647,0.005324,0.018420,-0.098278,-0.073852,0.104811,1,-0.074829,-0.010303,-0.157048,-0.984698,-0.614202,1.820258,0.052147,2,0.211054,0.110007,-0.126942,-0.962933,0.338891,1.653016,0.108574,1,0.4886181652545929,2.064643144607544,-0.24319204688072205,13.314643793977037,-6.538862244472189,2.13556582611207,3,-0.5402123332023621,2.219650983810425,-0.30504441261291504,-13.678550678760034,-7.605781892985663,2.3047194945461116
3946.168744,0.25493200100027025,False,0,0.999815,0.001688,0.005328,0.018428,-0.098279,-0.073854,0.104812,1,-0.076679,-0.010872,-0.155669,-0.984769,-0.614368,1.820147,0.052290,2,0.211787,0.109885,-0.126659,-0.962823,0.338694,1.653284,0.108609,1,0.48926684260368347,2.08413028717041,-0.24062307178974152,13.21142579133048,-6.413083631712887,2.1542703079813186,3,-0.5416077375411987,2.216917037963867,-0.3040270209312439,-13.72882214980644,-7.588345399186018,2.302279853544158
3946.241628,0.3278160010004285,False,0,0.999815,0.001697,0.005352,0.018425,-0.098276,-0.073850,0.104810,1,-0.077237,-0.012521,-0.153910,-0.984982,-0.614481,1.820096,0.052440,2,0.212299,0.110101,-0.126486,-0.962709,0.338524,1.653400,0.108606,1,0.48926684260368347,2.08413028717041,-0.24062307178974152,13.21142579133048,-6.413083631712887,2.1542703079813186,3,-0.5416077375411987,2.216917037963867,-0.3040270209312439,-13.72882214980644,-7.588345399186018,2.302279853544158
3946.279508,0.36569600100028765,False,0,0.999814,0.001679,0.005353,0.018451,-0.098276,-0.073851,0.104819,1,-0.077895,-0.013822,-0.152885,-0.985072,-0.614486,1.820057,0.052528,2,0.212925,0.110279,-0.126445,-0.962556,0.338170,1.653515,0.108580,1,0.48926684260368347,2.08413028717041,-0.24062307178974152,13.21142579133048,-6.413083631712887,2.1542703079813186,3,-0.5416077375411987,2.216917037963867,-0.3040270209312439,-13.72882214980644,-7.588345399186018,2.302279853544158
3946.344975999,0.4311640000000807,False,0,0.999814,0.001686,0.005317,0.018458,-0.098271,-0.073857,0.104819,1,-0.077996,-0.014374,-0.152747,-0.985078,-0.614516,1.820166,0.052517,2,0.212819,0.110659,-0.126340,-0.962549,0.337913,1.653587,0.108562,1,0.4869614243507385,2.061833620071411,-0.24180296063423157,13.288540824392234,-6.511312570338964,2.1323128235401954,3,-0.5462102293968201,2.2156248092651367,-0.2990156412124634,-13.848780906490868,-7.465197412709758,2.3014667635702675
3946.424798,0.5109860010002194,False,0,0.999814,0.001700,0.005350,0.018445,-0.098280,-0.073853,0.104809,1,-0.077931,-0.014529,-0.153101,-0.985026,-0.614596,1.820406,0.052452,2,0.212534,0.110990,-0.126337,-0.962574,0.337619,1.653688,0.108549,1,0.49234136939048767,2.0595600605010986,-0.24311073124408722,13.444348754354328,-6.549190788086929,2.1314995881938668,3,-0.5444065928459167,2.2063634395599365,-0.30205047130584717,-13.860519657977788,-7.571002792931312,2.292521025634648
3946.51485,0.6010380010002336,False,0,0.999814,0.001669,0.005338,0.018452,-0.098273,-0.073853,0.104812,1,-0.077590,-0.013794,-0.154822,-0.984794,-0.615000,1.821097,0.052239,2,0.211601,0.111763,-0.126778,-0.962633,0.337028,1.653922,0.108526,1,0.49010011553764343,2.0578386783599854,-0.24082577228546143,13.396147704188934,-6.494836789214284,2.129059699022381,3,-0.5495350956916809,2.2261765003204346,-0.30853772163391113,-13.866335964552933,-7.663481101569707,2.3136650919367843
3946.58802,0.6742080010003519,False,0,0.999814,0.001697,0.005314,0.018441,-0.098276,-0.073852,0.104807,1,-0.077395,-0.012032,-0.156417,-0.984581,-0.615434,1.821653,0.052005,2,0.210657,0.112321,-0.126857,-0.962764,0.336614,1.654009,0.108521,1,0.49673303961753845,2.0463554859161377,-0.23900312185287476,13.644099730411698,-6.475278321944277,2.1193010592273507,3,-0.5462061166763306,2.2152323722839355,-0.30499935150146484,-13.851039527160365,-7.61411071005966,2.301873191452054
