Current Time,Relative Time,Button Pushed,Zig ID,Zig X,Zig Y,Zig Z,Zig Qw,Zig Qx,Zig Qy,Zig Qz,P1 ID,P1 X,P1 Y,P1 Z,P1 Qw,P1 Qx,P1 Qy,P1 Qz,P2 ID,P2 X,P2 Y,P2 Z,P2 Qw,P2 Qx,P2 Qy,P2 Qz,Zig 1 ID,Zig 1 X,Zig 1 Y,Zig 1 Z,Zig 1 Yaw,Zig 1 Pitch,Zig 1 Distance,Zig 2 ID,Zig 2 X,Zig 2 Y,Zig 2 Z,Zig 2 Yaw,Zig 2 Pitch,Zig 2 Distance
 * Button Pressed! #01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.062155,34.666332,TRUE,0,0.999809,0.001453,0.005573,0.018654,-0.098195,-0.07377,0.104935,1,-0.118257,-0.016283,-0.142661,-0.982547,-0.627883,1.757111,0.040715,2,-0.074175,0.007442,0.128056,0.988961,0.362247,1.598368,0.097722,0,-0.471863925,1.656979918,-0.215358973,-15.89554718,-7.125074741,1.736265389,1,0.460444689,1.600635052,-0.187674209,16.04860907,-6.428989223,1.676085764
2107.062155,34.666332,TRUE,0,0.999811,0.00164,0.005485,0.018555,-0.098203,-0.073752,0.10492,1,-0.118111,-0.016493,-0.142761,-0.982546,-0.627751,1.757124,0.040731,2,-0.073825,0.004953,0.126172,0.989245,0.360753,1.598942,0.097571,0,-0.471863925,1.656979918,-0.215358973,-15.89554718,-7.125074741,1.736265389,1,0.460444689,1.600635052,-0.187674209,16.04860907,-6.428989223,1.676085764
2107.095144,34.699321,TRUE,0,0.99981,0.001478,0.00557,0.018644,-0.098198,-0.073773,0.104935,1,-0.117949,-0.016656,-0.14287,-0.982547,-0.627619,1.757148,0.040744,2,-0.072683,0.001406,0.12413,0.989599,0.359161,1.599494,0.097264,0,-0.468305975,1.660392761,-0.222956225,-15.7508562,-7.363928075,1.739518349,1,0.45659709,1.599824548,-0.182130545,15.92898355,-6.247449223,1.673646026
2107.095144,34.699321,TRUE,0,0.99981,0.001451,0.005552,0.018654,-0.098192,-0.073771,0.104933,1,-0.117738,-0.016792,-0.143067,-0.982542,-0.627504,1.75721,0.040756,2,-0.071798,-0.001784,0.122152,0.989909,0.357522,1.600155,0.096924,0,-0.468305975,1.660392761,-0.222956225,-15.7508562,-7.363928075,1.739518349,1,0.45659709,1.599824548,-0.182130545,15.92898355,-6.247449223,1.673646026
2107.155654,34.759831,TRUE,0,0.99981,0.001485,0.005529,0.018651,-0.098193,-0.07377,0.104934,1,-0.117429,-0.016832,-0.143509,-0.982513,-0.627426,1.757311,0.040736,2,-0.070759,-0.005194,0.121512,0.990051,0.355935,1.600978,0.096706,0,-0.468305975,1.660392761,-0.222956225,-15.7508562,-7.363928075,1.739518349,1,0.45659709,1.599824548,-0.182130545,15.92898355,-6.247449223,1.673646026
2107.155654,34.759831,TRUE,0,0.99981,0.001464,0.005546,0.018653,-0.098197,-0.073772,0.104934,1,-0.11728,-0.016771,-0.143755,-0.982496,-0.627393,1.757368,0.040727,2,-0.070166,-0.00673,0.121397,0.990098,0.355242,1.601274,0.096625,0,-0.468305975,1.660392761,-0.222956225,-15.7508562,-7.363928075,1.739518349,1,0.45659709,1.599824548,-0.182130545,15.92898355,-6.247449223,1.673646026
2107.155654,34.759831,TRUE,0,0.999809,0.001488,0.005553,0.018664,-0.098197,-0.073772,0.104931,1,-0.117065,-0.016726,-0.144099,-0.982472,-0.627353,1.757491,0.040712,2,-0.068473,-0.009724,0.120432,0.99031,0.353991,1.602088,0.096571,0,-0.468305975,1.660392761,-0.222956225,-15.7508562,-7.363928075,1.739518349,1,0.45659709,1.599824548,-0.182130545,15.92898355,-6.247449223,1.673646026
2107.178603,34.78278,TRUE,0,0.999809,0.001476,0.005558,0.018665,-0.098193,-0.073771,0.104936,1,-0.116847,-0.016616,-0.144425,-0.982452,-0.627334,1.757591,0.040715,2,-0.066765,-0.012104,0.119907,0.990464,0.35305,1.602791,0.096563,0,-0.470228285,1.660822272,-0.222056359,-15.80839859,-7.33059678,1.74033166,1,0.459163398,1.597411633,-0.18924734,16.03688054,-6.495770031,1.672832779
2107.178603,34.78278,TRUE,0,0.99981,0.001466,0.005566,0.018652,-0.098195,-0.073768,0.104933,1,-0.11662,-0.016554,-0.144608,-0.982453,-0.627304,1.75768,0.040726,2,-0.065756,-0.013346,0.120029,0.990501,0.352449,1.603528,0.096688,0,-0.470228285,1.660822272,-0.222056359,-15.80839859,-7.33059678,1.74033166,1,0.459163398,1.597411633,-0.18924734,16.03688054,-6.495770031,1.672832779
2107.178603,34.78278,TRUE,0,0.99981,0.001481,0.005521,0.018643,-0.098197,-0.073772,0.104936,1,-0.11655,-0.016596,-0.144644,-0.982455,-0.627287,1.757711,0.040739,2,-0.06526,-0.013451,0.119756,0.990565,0.352248,1.604003,0.096816,0,-0.470228285,1.660822272,-0.222056359,-15.80839859,-7.33059678,1.74033166,1,0.459163398,1.597411633,-0.18924734,16.03688054,-6.495770031,1.672832779
2107.218972,34.823149,TRUE,0,0.999809,0.001486,0.005562,0.018671,-0.098194,-0.073771,0.104932,1,-0.116462,-0.016639,-0.14466,-0.982463,-0.627248,1.757764,0.04077,2,-0.063865,-0.013385,0.11985,0.990645,0.352192,1.604751,0.097208,0,-0.470228285,1.660822272,-0.222056359,-15.80839859,-7.33059678,1.74033166,1,0.459163398,1.597411633,-0.18924734,16.03688054,-6.495770031,1.672832779
2107.242009,34.846186,TRUE,0,0.999809,0.00152,0.005549,0.018673,-0.098194,-0.073771,0.104935,1,-0.116387,-0.016578,-0.144672,-0.982471,-0.627223,1.757802,0.040792,2,-0.06363,-0.01311,0.120421,0.990595,0.352238,1.605157,0.097494,0,-0.470228285,1.660822272,-0.222056359,-15.80839859,-7.33059678,1.74033166,1,0.459163398,1.597411633,-0.18924734,16.03688054,-6.495770031,1.672832779
2107.261226,34.865403,TRUE,0,0.999812,0.001648,0.005444,0.018543,-0.098202,-0.073755,0.104926,1,-0.116455,-0.016723,-0.144569,-0.982476,-0.627158,1.757855,0.040843,2,-0.063559,-0.011623,0.122288,0.990389,0.352429,1.605953,0.098139,0,-0.470228285,1.660822272,-0.222056359,-15.80839859,-7.33059678,1.74033166,1,0.459163398,1.597411633,-0.18924734,16.03688054,-6.495770031,1.672832779
2107.261226,34.865403,TRUE,0,0.999809,0.001463,0.005563,0.018657,-0.098193,-0.073772,0.104938,1,-0.116494,-0.016787,-0.144556,-0.982472,-0.627126,1.757896,0.040869,2,-0.063867,-0.011006,0.123032,0.990284,0.352579,1.606359,0.098487,0,-0.470228285,1.660822272,-0.222056359,-15.80839859,-7.33059678,1.74033166,1,0.459163398,1.597411633,-0.18924734,16.03688054,-6.495770031,1.672832779
2107.261226,34.865403,TRUE,0,0.99981,0.001438,0.005562,0.018656,-0.098196,-0.073775,0.104938,1,-0.116605,-0.017023,-0.14465,-0.982441,-0.627033,1.758,0.040921,2,-0.064408,-0.009465,0.125067,0.99001,0.352868,1.607113,0.09911,0,-0.470228285,1.660822272,-0.222056359,-15.80839859,-7.33059678,1.74033166,1,0.459163398,1.597411633,-0.18924734,16.03688054,-6.495770031,1.672832779
2107.293183,34.89736,TRUE,0,0.999809,0.001476,0.005576,0.018676,-0.098196,-0.07377,0.104935,1,-0.116794,-0.017222,-0.144832,-0.982388,-0.626944,1.758132,0.04097,2,-0.065382,-0.007863,0.127456,0.989656,0.353267,1.607624,0.099592,0,-0.473501533,1.660812497,-0.221548274,-15.91297507,-7.310297296,1.741144879,1,0.464791685,1.596141458,-0.186200023,16.23540409,-6.390733869,1.672832721
2107.293183,34.89736,TRUE,0,0.999809,0.001475,0.005549,0.018666,-0.098192,-0.073772,0.104933,1,-0.116853,-0.01733,-0.144887,-0.982371,-0.626897,1.758198,0.04099,2,-0.066189,-0.007046,0.128847,0.989428,0.353479,1.607837,0.099716,0,-0.473501533,1.660812497,-0.221548274,-15.91297507,-7.310297296,1.741144879,1,0.464791685,1.596141458,-0.186200023,16.23540409,-6.390733869,1.672832721
2107.34213,34.946307,TRUE,0,0.99981,0.001491,0.005543,0.018657,-0.098195,-0.073773,0.104933,1,-0.117025,-0.017717,-0.144889,-0.982343,-0.626788,1.758366,0.041037,2,-0.067972,-0.005662,0.130783,0.989062,0.353947,1.607989,0.099714,0,-0.473501533,1.660812497,-0.221548274,-15.91297507,-7.310297296,1.741144879,1,0.464791685,1.596141458,-0.186200023,16.23540409,-6.390733869,1.672832721
2107.365784,34.969961,TRUE,0,0.999809,0.001461,0.00557,0.018664,-0.098196,-0.073772,0.104935,1,-0.117033,-0.017905,-0.145165,-0.982298,-0.626666,1.758512,0.041059,2,-0.070106,-0.004836,0.131948,0.988763,0.354313,1.607928,0.099476,0,-0.473501533,1.660812497,-0.221548274,-15.91297507,-7.310297296,1.741144879,1,0.464791685,1.596141458,-0.186200023,16.23540409,-6.390733869,1.672832721
