Current Time,Relative Time,Button Pushed,Zig ID,Zig X,Zig Y,Zig Z,Zig Qw,Zig Qx,Zig Qy,Zig Qz,P1 ID,P1 X,P1 Y,P1 Z,P1 Qw,P1 Qx,P1 Qy,P1 Qz,P2 ID,P2 X,P2 Y,P2 Z,P2 Qw,P2 Qx,P2 Qy,P2 Qz,Zig 1 ID,Zig 1 X,Zig 1 Y,Zig 1 Z,Zig 1 Yaw,Zig 1 Pitch,Zig 1 Distance,Zig 2 ID,Zig 2 X,Zig 2 Y,Zig 2 Z,Zig 2 Yaw,Zig 2 Pitch,Zig 2 Distance
10191.296093,0.0,False,0,0.999821,0.002186,0.006782,0.017518,-0.068302,0.112792,0.175000,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.502068042755127,4.947925567626953,0.4117535352706909,26.824820846916595,4.247126961625046,5.559842883316119
10191.406682999,0.11058999899978517,False,0,0.999822,0.002186,0.006757,0.017496,-0.068299,0.112791,0.175004,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.59224009513855,5.1448516845703125,0.42380204796791077,26.741308662549365,4.207321088988528,5.776574741395778
10191.489805999,0.19371299899830774,False,0,0.999823,0.002125,0.006736,0.017442,-0.068301,0.112794,0.174996,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10191.568991,0.2728979999992589,False,0,0.999821,0.002196,0.006761,0.017521,-0.068302,0.112795,0.175004,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10191.644485,0.34839199999987613,False,0,0.999822,0.002162,0.006723,0.017512,-0.068289,0.112795,0.174996,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10191.713434999,0.4173419989983813,False,0,0.999823,0.002159,0.006754,0.017453,-0.068302,0.112797,0.175001,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10191.777442,0.48134899999968184,False,0,0.999823,0.002114,0.006734,0.017440,-0.068295,0.112797,0.174992,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10191.849603,0.5535099999997328,False,0,0.999822,0.002173,0.006705,0.017529,-0.068295,0.112791,0.175001,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10191.919089,0.6229960000000574,False,0,0.999822,0.002192,0.006766,0.017505,-0.068296,0.112792,0.175000,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10191.981891999,0.6857989989985072,False,0,0.999822,0.002173,0.006685,0.017510,-0.068294,0.112794,0.174999,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10192.046717999,0.7506249989983189,False,0,0.999822,0.002154,0.006722,0.017501,-0.068282,0.112795,0.174991,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10192.111206999,0.8151139989986405,False,0,0.999821,0.002178,0.006760,0.017510,-0.068306,0.112796,0.175005,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10192.176778999,0.8806859989999793,False,0,0.999822,0.002146,0.006796,0.017477,-0.068312,0.112798,0.175009,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10192.254306,0.958212999999887,False,0,0.999822,0.002153,0.006752,0.017484,-0.068298,0.112797,0.174999,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10192.330067,1.0339739999999438,False,0,0.999822,0.002099,0.006730,0.017484,-0.068303,0.112800,0.175001,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809,168,2.5053765773773193,4.9502034187316895,0.41401904821395874,26.844696295903002,4.267704884468881,5.563527429030775
10192.392529999,1.0964369989997067,False,0,0.999822,0.002162,0.006742,0.017475,-0.068292,0.112794,0.175000,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10192.463072,1.1669789999996283,False,0,0.999822,0.002164,0.006757,0.017508,-0.068296,0.112794,0.175004,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10192.525671999,1.229578998998477,False,0,0.999821,0.002164,0.006741,0.017531,-0.068297,0.112797,0.175004,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10192.598127999,1.3020349989983515,False,0,0.999822,0.002134,0.006710,0.017514,-0.068295,0.112795,0.174996,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10192.658917,1.3628239999998186,False,0,0.999822,0.002180,0.006693,0.017530,-0.068294,0.112796,0.175003,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10192.719692,1.42359899999974,False,0,0.999821,0.002044,0.006871,0.017499,-0.068303,0.112785,0.174979,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10192.778404999,1.4823119989996485,False,0,0.999822,0.002161,0.006782,0.017484,-0.068297,0.112795,0.175002,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10192.837546999,1.5414539989997138,False,0,0.999821,0.002218,0.006729,0.017547,-0.068302,0.112795,0.175007,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10192.897001999,1.6009089989984204,False,0,0.999822,0.002180,0.006716,0.017489,-0.068300,0.112795,0.175005,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10192.967816,1.6717229999994743,False,0,0.999822,0.002143,0.006717,0.017485,-0.068303,0.112795,0.175004,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.032209999,1.7361169989999325,False,0,0.999822,0.002181,0.006715,0.017519,-0.068294,0.112796,0.174996,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.093956,1.7978629999997793,False,0,0.999822,0.002163,0.006734,0.017509,-0.068298,0.112795,0.175002,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.154683,1.8585899999998219,False,0,0.999822,0.002175,0.006760,0.017499,-0.068299,0.112792,0.175008,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.276932999,1.980839998999727,False,0,0.999822,0.002164,0.006755,0.017498,-0.068290,0.112791,0.175000,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.346707,2.0506139999997686,False,0,0.999822,0.002179,0.006745,0.017493,-0.068299,0.112794,0.175000,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.412829,2.116735999999946,False,0,0.999822,0.002181,0.006747,0.017484,-0.068298,0.112791,0.175003,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.485811,2.1897179999996297,False,0,0.999822,0.002166,0.006716,0.017492,-0.068297,0.112790,0.175006,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.555843,2.259749999999258,False,0,0.999823,0.002138,0.006767,0.017442,-0.068294,0.112791,0.174999,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.623079999,2.326986998999928,False,0,0.999822,0.002188,0.006737,0.017492,-0.068300,0.112792,0.175003,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.695195,2.3991019999994023,False,0,0.999823,0.002139,0.006735,0.017451,-0.068294,0.112794,0.174995,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.755658,2.459564999999202,False,0,0.999821,0.002197,0.006757,0.017522,-0.068307,0.112793,0.175008,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.823343,2.527249999999185,False,0,0.999822,0.002152,0.006742,0.017474,-0.068301,0.112792,0.174999,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
10193.887756,2.5916629999992438,False,0,0.999822,0.002190,0.006719,0.017523,-0.068293,0.112790,0.175002,1,-0.097166,-0.455924,0.880903,0.081862,0.487105,2.633431,0.598032,2,-0.463566,0.021915,-0.162086,-0.870836,0.985987,2.950880,0.588809
